App,BUILD.àÍä—áX
É^ÉCÉgÉã,5ëw6íi-XVF-YVF BBB_1
éÅñº,ITEC
ó™èÃ,óYåíçHã∆
<â◊èdÉPÅ[ÉX>,ñ}ó·
V,âîíºâ◊èdéû
S,êœê·â◊èdéû
EXL,ínêkéûXLâ¡óÕ
EXR,ínêkéûXRâ¡óÕ
EYL,ínêkéûYLâ¡óÕ
EYR,ínêkéûYRâ¡óÕ
WXL,ïóâ◊èdéûXLâ¡óÕ
WXR,ïóâ◊èdéûXRâ¡óÕ
WYL,ïóâ◊èdéûYLâ¡óÕ
WYR,ïóâ◊èdéûYRâ¡óÕ
V+É¬1ÅES,[ëΩê·ãÊàÊ]í∑ä˙
V+É¬2ÅES+EXL,[ëΩê·ãÊàÊ]íZä˙ínêkéûXLâ¡óÕ
V+É¬2ÅES+EXR,[ëΩê·ãÊàÊ]íZä˙ínêkéûXRâ¡óÕ
V+É¬2ÅES+EYL,[ëΩê·ãÊàÊ]íZä˙ínêkéûYLâ¡óÕ
V+É¬2ÅES+EYR,[ëΩê·ãÊàÊ]íZä˙ínêkéûYRâ¡óÕ
V+É¬2ÅES+WXL,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûXLâ¡óÕ
V+É¬2ÅES+WXR,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûXRâ¡óÕ
V+É¬2ÅES+WYL,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûYLâ¡óÕ
V+É¬2ÅES+WYR,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûYRâ¡óÕ
<Së¢ëÂó¿ê›åvâûóÕ>
ó¿ïÑçÜ,äK,í ÇË,é≤,â◊èdÉPÅ[ÉX,ç∂í[M[kNm],åpéËM[kNm],íÜâõM[kNm],åpéËM[kNm],âEí[M[kNm],ç∂í[Q[kN],åpéËQ[kN],íÜâõQ[kN],åpéËQ[kN],âEí[Q[kN]
G005,5F,4,D,EXR,7.9,0.0,99.1,0.0,184.9,52.8,0.0,52.8,0.0,52.8
G004,5F,4,E,EXR,23.7,23.0,16.7,10.5,9.3,-1.9,-1.9,-1.9,-1.9,-1.9
G005,5F,4,F,EXR,9.3,0.0,4.6,0.0,-0.0,-1.9,0.0,-1.9,0.0,-1.9
G004,RF,4,A,EXR,-0.0,1.9,7.4,12.9,14.8,3.1,3.1,3.1,3.1,3.1
G005,RF,4,B,EXR,14.8,0.0,26.6,0.0,37.7,3.1,0.0,3.1,0.0,3.1
G004,RF,4,C,EXR,143.5,128.5,76.8,25.2,6.1,-41.0,-41.0,-41.0,-41.0,-41.0
G005,RF,4,D,EXR,6.1,0.0,76.8,0.0,143.5,41.0,0.0,41.0,0.0,41.0
G004,RF,4,E,EXR,37.7,36.6,26.6,16.7,14.8,-3.1,-3.1,-3.1,-3.1,-3.1
G005,RF,4,F,EXR,14.8,0.0,7.4,0.0,-0.0,-3.1,0.0,-3.1,0.0,-3.1
G004,2F,5,A,EXR,-0.0,0.4,1.4,2.4,2.8,0.6,0.6,0.6,0.6,0.6
G005,2F,5,B,EXR,2.8,0.0,5.0,0.0,7.1,0.6,0.0,0.6,0.0,0.6
G004,2F,5,C,EXR,51.1,45.8,27.4,9.0,2.2,-14.6,-14.6,-14.6,-14.6,-14.6
G005,2F,5,D,EXR,2.2,0.0,27.4,0.0,51.1,14.6,0.0,14.6,0.0,14.6
G004,2F,5,E,EXR,7.1,6.9,5.0,3.1,2.8,-0.6,-0.6,-0.6,-0.6,-0.6
G005,2F,5,F,EXR,2.8,0.0,1.4,0.0,-0.0,-0.6,0.0,-0.6,0.0,-0.6
G004,3F,5,A,EXR,-0.0,0.6,2.5,4.4,5.1,1.1,1.1,1.1,1.1,1.1
G005,3F,5,B,EXR,5.1,0.0,9.2,0.0,13.0,1.1,0.0,1.1,0.0,1.1
G004,3F,5,C,EXR,94.1,84.3,50.4,16.5,4.0,-26.9,-26.9,-26.9,-26.9,-26.9
G005,3F,5,D,EXR,4.0,0.0,50.4,0.0,94.1,26.9,0.0,26.9,0.0,26.9
G004,3F,5,E,EXR,13.0,12.6,9.2,5.7,5.1,-1.1,-1.1,-1.1,-1.1,-1.1
G005,3F,5,F,EXR,5.1,0.0,2.5,0.0,-0.0,-1.1,0.0,-1.1,0.0,-1.1
G004,4F,5,A,EXR,-0.0,0.8,3.2,5.5,6.4,1.3,1.3,1.3,1.3,1.3
G005,4F,5,B,EXR,6.4,0.0,11.5,0.0,16.2,1.3,0.0,1.3,0.0,1.3
G004,4F,5,C,EXR,121.7,109.0,65.2,21.4,5.2,-34.8,-34.8,-34.8,-34.8,-34.8
G005,4F,5,D,EXR,5.2,0.0,65.2,0.0,121.7,34.8,0.0,34.8,0.0,34.8
G004,4F,5,E,EXR,16.2,15.7,11.5,7.2,6.4,-1.3,-1.3,-1.3,-1.3,-1.3
G005,4F,5,F,EXR,6.4,0.0,3.2,0.0,-0.0,-1.3,0.0,-1.3,0.0,-1.3
G004,5F,5,A,EXR,-0.0,1.0,3.8,6.6,7.6,1.6,1.6,1.6,1.6,1.6
G005,5F,5,B,EXR,7.6,0.0,13.7,0.0,19.3,1.6,0.0,1.6,0.0,1.6
G004,5F,5,C,EXR,151.6,135.8,81.2,26.6,6.5,-43.3,-43.3,-43.3,-43.3,-43.3
G005,5F,5,D,EXR,6.5,0.0,81.2,0.0,151.6,43.3,0.0,43.3,0.0,43.3
G004,5F,5,E,EXR,19.3,18.8,13.7,8.5,7.6,-1.6,-1.6,-1.6,-1.6,-1.6
G005,5F,5,F,EXR,7.6,0.0,3.8,0.0,-0.0,-1.6,0.0,-1.6,0.0,-1.6
G004,RF,5,A,EXR,-0.0,1.5,6.0,10.5,12.1,2.5,2.5,2.5,2.5,2.5
G005,RF,5,B,EXR,12.1,0.0,21.8,0.0,30.9,2.5,0.0,2.5,0.0,2.5
G004,RF,5,C,EXR,117.5,105.2,62.9,20.6,5.0,-33.6,-33.6,-33.6,-33.6,-33.6
G005,RF,5,D,EXR,5.0,0.0,62.9,0.0,117.5,33.6,0.0,33.6,0.0,33.6
G004,RF,5,E,EXR,30.9,30.0,21.8,13.6,12.1,-2.5,-2.5,-2.5,-2.5,-2.5
G005,RF,5,F,EXR,12.1,0.0,6.0,0.0,-0.0,-2.5,0.0,-2.5,0.0,-2.5
G004,2F,6,A,EXR,0.0,-0.1,-0.6,-1.0,-1.1,-0.2,-0.2,-0.2,-0.2,-0.2
G005,2F,6,B,EXR,-1.1,0.0,-2.0,0.0,-2.9,-0.2,0.0,-0.2,0.0,-0.2
G004,2F,6,C,EXR,-25.0,-22.4,-13.4,-4.4,-1.1,7.2,7.2,7.2,7.2,7.2
G005,2F,6,D,EXR,-1.1,0.0,-13.4,0.0,-25.0,-7.2,0.0,-7.2,0.0,-7.2
G004,2F,6,E,EXR,-2.9,-2.8,-2.0,-1.3,-1.1,0.2,0.2,0.2,0.2,0.2
G005,2F,6,F,EXR,-1.1,0.0,-0.6,0.0,0.0,0.2,0.0,0.2,0.0,0.2
G004,3F,6,A,EXR,0.0,-0.3,-1.1,-2.0,-2.3,-0.5,-0.5,-0.5,-0.5,-0.5
G005,3F,6,B,EXR,-2.3,0.0,-4.1,0.0,-5.8,-0.5,0.0,-0.5,0.0,-0.5
G004,3F,6,C,EXR,-45.0,-40.3,-24.1,-7.9,-1.9,12.9,12.9,12.9,12.9,12.9
G005,3F,6,D,EXR,-1.9,0.0,-24.1,0.0,-45.0,-12.9,0.0,-12.9,0.0,-12.9
G004,3F,6,E,EXR,-5.8,-5.6,-4.1,-2.6,-2.3,0.5,0.5,0.5,0.5,0.5
G005,3F,6,F,EXR,-2.3,0.0,-1.1,0.0,0.0,0.5,0.0,0.5,0.0,0.5
G004,4F,6,A,EXR,0.0,-0.2,-0.6,-1.1,-1.3,-0.3,-0.3,-0.3,-0.3,-0.3
G005,4F,6,B,EXR,-1.3,0.0,-2.3,0.0,-3.2,-0.3,0.0,-0.3,0.0,-0.3
G004,4F,6,C,EXR,-33.1,-29.7,-17.7,-5.8,-1.4,9.5,9.5,9.5,9.5,9.5
G005,4F,6,D,EXR,-1.4,0.0,-17.7,0.0,-33.1,-9.5,0.0,-9.5,0.0,-9.5
G004,4F,6,E,EXR,-3.2,-3.1,-2.3,-1.4,-1.3,0.3,0.3,0.3,0.3,0.3
G005,4F,6,F,EXR,-1.3,0.0,-0.6,0.0,0.0,0.3,0.0,0.3,0.0,0.3
G004,5F,6,A,EXR,0.0,-0.1,-0.6,-1.0,-1.1,-0.2,-0.2,-0.2,-0.2,-0.2
G005,5F,6,B,EXR,-1.1,0.0,-2.1,0.0,-2.9,-0.2,0.0,-0.2,0.0,-0.2
G004,5F,6,C,EXR,-31.4,-28.1,-16.8,-5.5,-1.3,9.0,9.0,9.0,9.0,9.0
G005,5F,6,D,EXR,-1.3,0.0,-16.8,0.0,-31.4,-9.0,0.0,-9.0,0.0,-9.0
G004,5F,6,E,EXR,-2.9,-2.8,-2.1,-1.3,-1.1,0.2,0.2,0.2,0.2,0.2
G005,5F,6,F,EXR,-1.1,0.0,-0.6,0.0,0.0,0.2,0.0,0.2,0.0,0.2
G004,RF,6,A,EXR,0.0,-0.3,-1.1,-1.9,-2.1,-0.4,-0.4,-0.4,-0.4,-0.4
G005,RF,6,B,EXR,-2.1,0.0,-3.8,0.0,-5.4,-0.4,0.0,-0.4,0.0,-0.4
G004,RF,6,C,EXR,-24.3,-21.7,-13.0,-4.3,-1.0,6.9,6.9,6.9,6.9,6.9
G005,RF,6,D,EXR,-1.0,0.0,-13.0,0.0,-24.3,-6.9,0.0,-6.9,0.0,-6.9
G004,RF,6,E,EXR,-5.4,-5.3,-3.8,-2.4,-2.1,0.4,0.4,0.4,0.4,0.4
G005,RF,6,F,EXR,-2.1,0.0,-1.1,0.0,0.0,0.4,0.0,0.4,0.0,0.4
B34,2F,7,A,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,2F,7,B,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,2F,7,C,EXR,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,2F,7,D,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,2F,7,E,EXR,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B34,2F,7,F,EXR,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,3F,7,A,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,3F,7,B,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,3F,7,C,EXR,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,3F,7,D,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,3F,7,E,EXR,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B34,3F,7,F,EXR,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,4F,7,A,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,4F,7,B,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,4F,7,C,EXR,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,4F,7,D,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,4F,7,E,EXR,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B34,4F,7,F,EXR,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,5F,7,A,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,5F,7,B,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,5F,7,C,EXR,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,5F,7,D,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,5F,7,E,EXR,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B34,5F,7,F,EXR,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,RF,7,A,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,RF,7,B,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,RF,7,C,EXR,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,RF,7,D,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,RF,7,E,EXR,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B34,RF,7,F,EXR,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G59Y,2F,8,B,EXR,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G004,2F,8,C,EXR,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
G005,2F,8,D,EXR,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
G59Y,2F,8,E,EXR,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G59Y,3F,8,B,EXR,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G004,3F,8,C,EXR,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G005,3F,8,D,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
G59Y,3F,8,E,EXR,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G59Y,4F,8,B,EXR,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G004,4F,8,C,EXR,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G005,4F,8,D,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
G59Y,4F,8,E,EXR,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G59Y,5F,8,B,EXR,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G004,5F,8,C,EXR,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G005,5F,8,D,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
G59Y,5F,8,E,EXR,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G59Y,RF,8,B,EXR,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G004,RF,8,C,EXR,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G005,RF,8,D,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
G59Y,RF,8,E,EXR,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G59X,2F,A,2,EYL,-0.6,-0.5,0.1,0.8,0.9,0.2,0.2,0.2,0.2,0.2
G59X,2F,A,3,EYL,0.3,0.2,0.2,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1
G59X,2F,A,3A,EYL,0.1,0.0,-0.1,-0.1,-0.2,-0.1,-0.1,-0.1,-0.1,-0.1
G59X,2F,A,4,EYL,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G59X,2F,A,4A,EYL,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G59X,2F,A,5,EYL,-0.2,-0.1,-0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1
G59X,2F,A,5A,EYL,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1
G59X,2F,A,6,EYL,0.9,0.8,0.1,-0.5,-0.6,-0.2,-0.2,-0.2,-0.2,-0.2
G59X,3F,A,2,EYL,-1.1,-0.9,0.2,1.3,1.5,0.4,0.4,0.4,0.4,0.4
G59X,3F,A,3,EYL,0.4,0.4,0.3,0.2,0.1,-0.1,-0.1,-0.1,-0.1,-0.1
G59X,3F,A,3A,EYL,0.1,0.0,-0.1,-0.2,-0.3,-0.1,-0.1,-0.1,-0.1,-0.1
G59X,3F,A,4,EYL,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G59X,3F,A,4A,EYL,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G59X,3F,A,5,EYL,-0.3,-0.2,-0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1
G59X,3F,A,5A,EYL,0.1,0.2,0.3,0.4,0.4,0.1,0.1,0.1,0.1,0.1
G59X,3F,A,6,EYL,1.5,1.3,0.2,-0.9,-1.1,-0.4,-0.4,-0.4,-0.4,-0.4
G59X,4F,A,2,EYL,-1.4,-1.2,0.3,1.8,1.9,0.5,0.5,0.5,0.5,0.5
G59X,4F,A,3,EYL,0.6,0.5,0.4,0.2,0.1,-0.1,-0.1,-0.1,-0.1,-0.1
G59X,4F,A,3A,EYL,0.1,0.0,-0.1,-0.3,-0.3,-0.1,-0.1,-0.1,-0.1,-0.1
G59X,4F,A,4,EYL,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
G59X,4F,A,4A,EYL,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
G59X,4F,A,5,EYL,-0.3,-0.3,-0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1
G59X,4F,A,5A,EYL,0.1,0.2,0.4,0.5,0.6,0.1,0.1,0.1,0.1,0.1
G59X,4F,A,6,EYL,1.9,1.8,0.3,-1.2,-1.4,-0.5,-0.5,-0.5,-0.5,-0.5
G59X,5F,A,2,EYL,-1.7,-1.5,0.3,2.1,2.3,0.6,0.6,0.6,0.6,0.6
G59X,5F,A,3,EYL,0.7,0.6,0.4,0.2,0.1,-0.2,-0.2,-0.2,-0.2,-0.2
G59X,5F,A,3A,EYL,0.1,0.0,-0.2,-0.3,-0.4,-0.2,-0.2,-0.2,-0.2,-0.2
G59X,5F,A,4,EYL,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
G59X,5F,A,4A,EYL,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
G59X,5F,A,5,EYL,-0.4,-0.3,-0.2,0.0,0.1,0.2,0.2,0.2,0.2,0.2
G59X,5F,A,5A,EYL,0.1,0.2,0.4,0.6,0.7,0.2,0.2,0.2,0.2,0.2
G59X,5F,A,6,EYL,2.3,2.1,0.3,-1.5,-1.7,-0.6,-0.6,-0.6,-0.6,-0.6
G59X,RF,A,2,EYL,-1.1,-0.9,0.4,1.8,1.9,0.4,0.4,0.4,0.4,0.4
G59X,RF,A,3,EYL,0.8,0.8,0.6,0.3,0.2,-0.2,-0.2,-0.2,-0.2,-0.2
G59X,RF,A,3A,EYL,0.2,0.1,-0.1,-0.3,-0.4,-0.2,-0.2,-0.2,-0.2,-0.2
G59X,RF,A,4,EYL,-0.1,-0.1,-0.1,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0
G59X,RF,A,4A,EYL,-0.1,-0.1,-0.1,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0
G59X,RF,A,5,EYL,-0.4,-0.3,-0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
G59X,RF,A,5A,EYL,0.2,0.3,0.6,0.8,0.8,0.2,0.2,0.2,0.2,0.2
G59X,RF,A,6,EYL,1.9,1.8,0.4,-0.9,-1.1,-0.4,-0.4,-0.4,-0.4,-0.4
B34,2F,B,1,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,2F,B,7,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,3F,B,1,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,3F,B,7,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,4F,B,1,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,4F,B,7,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,5F,B,1,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,5F,B,7,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,RF,B,1,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,RF,B,7,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,2F,C,1,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,2F,C,2,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,2F,C,3,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,2F,C,3A,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,2F,C,4,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,2F,C,4A,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,2F,C,5,EYL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B49,2F,C,5A,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,2F,C,6,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,2F,C,7,EYL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B58,3F,C,1,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,3F,C,2,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,3F,C,3,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,C,3A,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,C,4,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,3F,C,4A,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,C,5,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,3F,C,5A,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,3F,C,6,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,3F,C,7,EYL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B58,4F,C,1,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,4F,C,2,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,4F,C,3,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,4F,C,3A,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,4F,C,4,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,4F,C,4A,EYL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B49,4F,C,5,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,4F,C,5A,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,4F,C,6,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,4F,C,7,EYL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B58,5F,C,1,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,5F,C,2,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,5F,C,3,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,5F,C,3A,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,5F,C,4,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,5F,C,4A,EYL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,5F,C,5,EYL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B49,5F,C,5A,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,5F,C,6,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,5F,C,7,EYL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B58,RF,C,1,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,RF,C,2,EYL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,RF,C,3,EYL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,RF,C,3A,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,RF,C,4,EYL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B49,RF,C,4A,EYL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,RF,C,5,EYL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B49,RF,C,5A,EYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58,RF,C,6,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,RF,C,7,EYL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B58,2F,D,1,EYL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,2F,D,2,EYL,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
B49,2F,D,3,EYL,-0.0,0.0,0.9,0.0,1.8,0.5,0.0,0.5,0.0,0.5
B49,2F,D,3A,EYL,1.8,0.0,0.9,0.0,0.0,-0.5,0.0,-0.5,0.0,-0.5
